day_of_year,Sitka_mean,Sitka_std,Ketchikan_mean,Ketchikan_std,Haida_Gwaii_mean,Haida_Gwaii_std,Bella_Bella_mean,Bella_Bella_std,Howe_Sound_mean,Howe_Sound_std,SJI_mean,SJI_std,Westport_mean,Westport_std,Newport_mean,Newport_std,Crescent_City_mean,Crescent_City_std,Fort_Bragg_mean,Fort_Bragg_std,Monterey_mean,Monterey_std
273,11.0136,0.6811,11.3542,0.7243,12.9979,0.7822,12.1233,0.7197,13.5519,0.6665,11.5887,0.3975,13.4957,0.9806,12.8314,1.2083,12.1676,1.0618,13.1687,1.2197,14.7010,1.0766
274,10.9480,0.6792,11.2742,0.7136,12.9343,0.7832,12.0582,0.7159,13.4325,0.6605,11.5270,0.3958,13.4560,0.9752,12.8169,1.2029,12.1604,1.0650,13.1631,1.2185,14.6873,1.0782
275,10.8823,0.6773,11.1943,0.7030,12.8708,0.7842,11.9930,0.7121,13.3130,0.6545,11.4654,0.3941,13.4163,0.9697,12.8024,1.1974,12.1532,1.0682,13.1575,1.2173,14.6735,1.0799
276,10.8166,0.6754,11.1143,0.6923,12.8073,0.7851,11.9279,0.7083,13.1935,0.6484,11.4037,0.3925,13.3766,0.9643,12.7880,1.1920,12.1461,1.0714,13.1519,1.2161,14.6598,1.0815
277,10.7510,0.6735,11.0344,0.6816,12.7437,0.7861,11.8627,0.7045,13.0740,0.6424,11.3420,0.3908,13.3369,0.9588,12.7735,1.1866,12.1389,1.0746,13.1463,1.2148,14.6460,1.0831
278,10.6853,0.6716,10.9544,0.6709,12.6802,0.7871,11.7975,0.7007,12.9546,0.6363,11.2803,0.3891,13.2971,0.9534,12.7591,1.1812,12.1318,1.0778,13.1406,1.2136,14.6323,1.0848
279,10.6197,0.6698,10.8745,0.6602,12.6167,0.7881,11.7324,0.6969,12.8351,0.6303,11.2187,0.3874,13.2574,0.9479,12.7446,1.1758,12.1246,1.0810,13.1350,1.2124,14.6185,1.0864
280,10.5540,0.6679,10.7945,0.6495,12.5531,0.7890,11.6672,0.6931,12.7156,0.6242,11.1570,0.3858,13.2177,0.9425,12.7302,1.1704,12.1174,1.0842,13.1294,1.2112,14.6048,1.0880
281,10.4884,0.6660,10.7146,0.6388,12.4896,0.7900,11.6021,0.6893,12.5962,0.6182,11.0953,0.3841,13.1780,0.9370,12.7157,1.1650,12.1103,1.0873,13.1238,1.2100,14.5910,1.0897
282,10.4227,0.6641,10.6346,0.6281,12.4261,0.7910,11.5369,0.6855,12.4767,0.6121,11.0336,0.3824,13.1383,0.9316,12.7012,1.1595,12.1031,1.0905,13.1182,1.2087,14.5773,1.0913
283,10.3570,0.6622,10.5547,0.6174,12.3625,0.7919,11.4717,0.6817,12.3572,0.6061,10.9720,0.3808,13.0986,0.9261,12.6868,1.1541,12.0959,1.0937,13.1126,1.2075,14.5635,1.0930
284,10.2914,0.6603,10.4747,0.6067,12.2990,0.7929,11.4066,0.6779,12.2377,0.6000,10.9103,0.3791,13.0589,0.9206,12.6723,1.1487,12.0888,1.0969,13.1070,1.2063,14.5498,1.0946
285,10.2257,0.6585,10.3948,0.5961,12.2355,0.7939,11.3414,0.6741,12.1183,0.5940,10.8486,0.3774,13.0192,0.9152,12.6579,1.1433,12.0816,1.1001,13.1013,1.2051,14.5360,1.0962
286,10.1601,0.6566,10.3148,0.5854,12.1719,0.7949,11.2762,0.6703,11.9988,0.5879,10.7869,0.3758,12.9794,0.9097,12.6434,1.1379,12.0745,1.1033,13.0957,1.2038,14.5223,1.0979
287,10.0944,0.6547,10.2349,0.5747,12.1084,0.7958,11.2111,0.6665,11.8793,0.5819,10.7253,0.3741,12.9397,0.9043,12.6290,1.1325,12.0673,1.1065,13.0901,1.2026,14.5085,1.0995
288,10.0287,0.6528,10.1549,0.5640,12.0449,0.7968,11.1459,0.6627,11.7599,0.5758,10.6636,0.3724,12.9000,0.8988,12.6145,1.1271,12.0601,1.1096,13.0845,1.2014,14.4948,1.1011
289,9.9711,0.6567,10.0931,0.5639,11.9754,0.7933,11.0928,0.6647,11.6732,0.5707,10.6190,0.3736,12.8451,0.8939,12.5863,1.1186,12.0581,1.1114,13.0748,1.1954,14.4712,1.0943
290,9.9134,0.6607,10.0312,0.5638,11.9059,0.7897,11.0397,0.6666,11.5864,0.5657,10.5744,0.3748,12.7902,0.8890,12.5582,1.1101,12.0560,1.1133,13.0651,1.1893,14.4476,1.0874
291,9.8557,0.6646,9.9693,0.5636,11.8364,0.7861,10.9867,0.6686,11.4997,0.5606,10.5298,0.3760,12.7353,0.8840,12.5300,1.1016,12.0539,1.1151,13.0555,1.1833,14.4241,1.0806
292,9.7981,0.6685,9.9075,0.5635,11.7669,0.7826,10.9336,0.6705,11.4130,0.5555,10.4852,0.3771,12.6804,0.8791,12.5019,1.0931,12.0518,1.1169,13.0458,1.1773,14.4005,1.0737
293,9.7404,0.6724,9.8456,0.5634,11.6974,0.7790,10.8805,0.6725,11.3263,0.5504,10.4406,0.3783,12.6255,0.8742,12.4737,1.0846,12.0498,1.1187,13.0361,1.1712,14.3769,1.0669
294,9.6827,0.6763,9.7837,0.5633,11.6279,0.7755,10.8274,0.6744,11.2396,0.5453,10.3960,0.3795,12.5706,0.8693,12.4455,1.0762,12.0477,1.1205,13.0264,1.1652,14.3533,1.0600
295,9.6251,0.6803,9.7218,0.5632,11.5584,0.7719,10.7743,0.6764,11.1529,0.5402,10.3514,0.3807,12.5157,0.8643,12.4174,1.0677,12.0456,1.1223,13.0168,1.1592,14.3298,1.0532
296,9.5674,0.6842,9.6600,0.5631,11.4889,0.7683,10.7212,0.6783,11.0662,0.5352,10.3068,0.3819,12.4608,0.8594,12.3892,1.0592,12.0436,1.1241,13.0071,1.1531,14.3062,1.0463
297,9.5097,0.6881,9.5981,0.5630,11.4194,0.7648,10.6681,0.6803,10.9795,0.5301,10.2622,0.3830,12.4059,0.8545,12.3610,1.0507,12.0415,1.1259,12.9974,1.1471,14.2826,1.0395
298,9.4521,0.6920,9.5362,0.5629,11.3499,0.7612,10.6150,0.6822,10.8928,0.5250,10.2176,0.3842,12.3510,0.8496,12.3329,1.0422,12.0394,1.1277,12.9877,1.1411,14.2590,1.0326
299,9.3944,0.6960,9.4744,0.5628,11.2804,0.7577,10.5619,0.6842,10.8060,0.5199,10.1730,0.3854,12.2961,0.8447,12.3047,1.0337,12.0373,1.1295,12.9780,1.1350,14.2355,1.0258
300,9.3367,0.6999,9.4125,0.5626,11.2110,0.7541,10.5088,0.6861,10.7193,0.5148,10.1284,0.3866,12.2412,0.8397,12.2765,1.0252,12.0353,1.1313,12.9684,1.1290,14.2119,1.0189
301,9.2791,0.7038,9.3506,0.5625,11.1415,0.7506,10.4557,0.6881,10.6326,0.5098,10.0838,0.3878,12.1863,0.8348,12.2484,1.0168,12.0332,1.1331,12.9587,1.1230,14.1883,1.0120
302,9.2214,0.7077,9.2888,0.5624,11.0720,0.7470,10.4026,0.6900,10.5459,0.5047,10.0392,0.3890,12.1314,0.8299,12.2202,1.0083,12.0311,1.1349,12.9490,1.1169,14.1647,1.0052
303,9.1637,0.7116,9.2269,0.5623,11.0025,0.7434,10.3496,0.6920,10.4592,0.4996,9.9946,0.3901,12.0765,0.8250,12.1921,0.9998,12.0290,1.1367,12.9393,1.1109,14.1412,0.9983
304,9.1061,0.7156,9.1650,0.5622,10.9330,0.7399,10.2965,0.6939,10.3725,0.4945,9.9500,0.3913,12.0216,0.8200,12.1639,0.9913,12.0270,1.1385,12.9297,1.1049,14.1176,0.9915
305,9.0484,0.7195,9.1031,0.5621,10.8635,0.7363,10.2434,0.6959,10.2858,0.4894,9.9054,0.3925,11.9667,0.8151,12.1357,0.9828,12.0249,1.1403,12.9200,1.0988,14.0940,0.9846
306,8.9907,0.7234,9.0413,0.5620,10.7940,0.7328,10.1903,0.6978,10.1991,0.4843,9.8608,0.3937,11.9118,0.8102,12.1076,0.9743,12.0228,1.1421,12.9103,1.0928,14.0705,0.9778
307,8.9331,0.7273,8.9794,0.5619,10.7245,0.7292,10.1372,0.6997,10.1124,0.4793,9.8162,0.3949,11.8569,0.8053,12.0794,0.9659,12.0208,1.1439,12.9006,1.0868,14.0469,0.9709
308,8.8754,0.7313,8.9175,0.5617,10.6550,0.7256,10.0841,0.7017,10.0256,0.4742,9.7716,0.3960,11.8020,0.8003,12.0512,0.9574,12.0187,1.1457,12.8910,1.0807,14.0233,0.9641
309,8.8177,0.7352,8.8557,0.5616,10.5855,0.7221,10.0310,0.7036,9.9389,0.4691,9.7270,0.3972,11.7471,0.7954,12.0231,0.9489,12.0166,1.1475,12.8813,1.0747,13.9997,0.9572
310,8.7601,0.7391,8.7938,0.5615,10.5160,0.7185,9.9779,0.7056,9.8522,0.4640,9.6824,0.3984,11.6922,0.7905,11.9949,0.9404,12.0145,1.1493,12.8716,1.0687,13.9762,0.9504
311,8.7024,0.7430,8.7319,0.5614,10.4465,0.7150,9.9248,0.7075,9.7655,0.4589,9.6378,0.3996,11.6373,0.7856,11.9668,0.9319,12.0125,1.1511,12.8619,1.0627,13.9526,0.9435
312,8.6447,0.7469,8.6700,0.5613,10.3770,0.7114,9.8717,0.7095,9.6788,0.4538,9.5932,0.4008,11.5824,0.7806,11.9386,0.9234,12.0104,1.1529,12.8523,1.0566,13.9290,0.9367
313,8.5871,0.7509,8.6082,0.5612,10.3075,0.7079,9.8186,0.7114,9.5921,0.4488,9.5486,0.4020,11.5275,0.7757,11.9104,0.9149,12.0083,1.1547,12.8426,1.0506,13.9054,0.9298
314,8.5294,0.7548,8.5463,0.5611,10.2380,0.7043,9.7655,0.7134,9.5054,0.4437,9.5040,0.4031,11.4726,0.7708,11.8823,0.9065,12.0063,1.1565,12.8329,1.0446,13.8819,0.9230
315,8.4717,0.7587,8.4844,0.5610,10.1685,0.7007,9.7125,0.7153,9.4187,0.4386,9.4594,0.4043,11.4177,0.7659,11.8541,0.8980,12.0042,1.1583,12.8232,1.0385,13.8583,0.9161
316,8.4141,0.7626,8.4226,0.5609,10.0991,0.6972,9.6594,0.7173,9.3320,0.4335,9.4148,0.4055,11.3628,0.7609,11.8259,0.8895,12.0021,1.1601,12.8135,1.0325,13.8347,0.9093
317,8.3564,0.7666,8.3607,0.5607,10.0296,0.6936,9.6063,0.7192,9.2452,0.4284,9.3702,0.4067,11.3079,0.7560,11.7978,0.8810,12.0000,1.1619,12.8039,1.0265,13.8111,0.9024
318,8.2987,0.7705,8.2988,0.5606,9.9601,0.6901,9.5532,0.7212,9.1585,0.4233,9.3256,0.4079,11.2530,0.7511,11.7696,0.8725,11.9980,1.1637,12.7942,1.0204,13.7876,0.8955
319,8.2411,0.7744,8.2369,0.5605,9.8906,0.6865,9.5001,0.7231,9.0718,0.4183,9.2810,0.4090,11.1981,0.7462,11.7415,0.8640,11.9959,1.1655,12.7845,1.0144,13.7640,0.8887
320,8.2081,0.7766,8.1975,0.5611,9.8445,0.6874,9.4632,0.7256,9.0208,0.4208,9.2500,0.4098,11.1469,0.7503,11.7108,0.8677,11.9695,1.1632,12.7620,1.0128,13.7432,0.8932
321,8.1751,0.7789,8.1581,0.5616,9.7985,0.6882,9.4263,0.7280,8.9698,0.4232,9.2190,0.4106,11.0957,0.7544,11.6802,0.8713,11.9431,1.1609,12.7394,1.0112,13.7224,0.8977
322,8.1421,0.7811,8.1187,0.5621,9.7525,0.6891,9.3894,0.7304,8.9187,0.4257,9.1880,0.4114,11.0444,0.7585,11.6496,0.8750,11.9168,1.1586,12.7168,1.0095,13.7015,0.9021
323,8.1091,0.7833,8.0793,0.5627,9.7064,0.6900,9.3525,0.7329,8.8677,0.4282,9.1569,0.4122,10.9932,0.7627,11.6190,0.8786,11.8904,1.1563,12.6943,1.0079,13.6807,0.9066
324,8.0761,0.7855,8.0398,0.5632,9.6604,0.6908,9.3156,0.7353,8.8167,0.4307,9.1259,0.4129,10.9419,0.7668,11.5884,0.8823,11.8640,1.1539,12.6717,1.0063,13.6599,0.9111
325,8.0432,0.7878,8.0004,0.5637,9.6143,0.6917,9.2787,0.7377,8.7656,0.4332,9.0949,0.4137,10.8907,0.7709,11.5577,0.8859,11.8376,1.1516,12.6492,1.0047,13.6391,0.9156
326,8.0102,0.7900,7.9610,0.5643,9.5683,0.6925,9.2418,0.7402,8.7146,0.4357,9.0639,0.4145,10.8395,0.7750,11.5271,0.8896,11.8113,1.1493,12.6266,1.0031,13.6183,0.9200
327,7.9772,0.7922,7.9216,0.5648,9.5223,0.6934,9.2049,0.7426,8.6636,0.4382,9.0328,0.4153,10.7882,0.7791,11.4965,0.8932,11.7849,1.1470,12.6041,1.0014,13.5975,0.9245
328,7.9442,0.7944,7.8821,0.5653,9.4762,0.6943,9.1680,0.7450,8.6125,0.4407,9.0018,0.4160,10.7370,0.7833,11.4659,0.8969,11.7585,1.1447,12.5815,0.9998,13.5767,0.9290
329,7.9112,0.7967,7.8427,0.5658,9.4302,0.6951,9.1311,0.7475,8.5615,0.4432,8.9708,0.4168,10.6858,0.7874,11.4352,0.9005,11.7321,1.1424,12.5589,0.9982,13.5558,0.9335
330,7.8782,0.7989,7.8033,0.5664,9.3842,0.6960,9.0942,0.7499,8.5105,0.4456,8.9398,0.4176,10.6345,0.7915,11.4046,0.9042,11.7057,1.1400,12.5364,0.9966,13.5350,0.9380
331,7.8452,0.8011,7.7639,0.5669,9.3381,0.6969,9.0573,0.7524,8.4595,0.4481,8.9087,0.4184,10.5833,0.7956,11.3740,0.9078,11.6794,1.1377,12.5138,0.9950,13.5142,0.9424
332,7.8123,0.8033,7.7244,0.5674,9.2921,0.6977,9.0205,0.7548,8.4084,0.4506,8.8777,0.4192,10.5321,0.7997,11.3434,0.9115,11.6530,1.1354,12.4913,0.9933,13.4934,0.9469
333,7.7793,0.8056,7.6850,0.5680,9.2461,0.6986,8.9836,0.7572,8.3574,0.4531,8.8467,0.4199,10.4808,0.8039,11.3128,0.9151,11.6266,1.1331,12.4687,0.9917,13.4726,0.9514
334,7.7463,0.8078,7.6456,0.5685,9.2000,0.6995,8.9467,0.7597,8.3064,0.4556,8.8157,0.4207,10.4296,0.8080,11.2821,0.9188,11.6002,1.1308,12.4462,0.9901,13.4518,0.9559
335,7.7133,0.8100,7.6062,0.5690,9.1540,0.7003,8.9098,0.7621,8.2553,0.4581,8.7846,0.4215,10.3783,0.8121,11.2515,0.9224,11.5739,1.1284,12.4236,0.9885,13.4309,0.9604
336,7.6803,0.8122,7.5668,0.5696,9.1079,0.7012,8.8729,0.7645,8.2043,0.4606,8.7536,0.4223,10.3271,0.8162,11.2209,0.9260,11.5475,1.1261,12.4010,0.9869,13.4101,0.9648
337,7.6473,0.8145,7.5273,0.5701,9.0619,0.7020,8.8360,0.7670,8.1533,0.4631,8.7226,0.4231,10.2759,0.8203,11.1903,0.9297,11.5211,1.1238,12.3785,0.9852,13.3893,0.9693
338,7.6143,0.8167,7.4879,0.5706,9.0159,0.7029,8.7991,0.7694,8.1022,0.4656,8.6916,0.4238,10.2246,0.8245,11.1597,0.9333,11.4947,1.1215,12.3559,0.9836,13.3685,0.9738
339,7.5814,0.8189,7.4485,0.5712,8.9698,0.7038,8.7622,0.7718,8.0512,0.4680,8.6605,0.4246,10.1734,0.8286,11.1290,0.9370,11.4684,1.1192,12.3334,0.9820,13.3477,0.9783
340,7.5484,0.8211,7.4091,0.5717,8.9238,0.7046,8.7253,0.7743,8.0002,0.4705,8.6295,0.4254,10.1222,0.8327,11.0984,0.9406,11.4420,1.1168,12.3108,0.9804,13.3269,0.9828
341,7.5154,0.8234,7.3696,0.5722,8.8778,0.7055,8.6884,0.7767,7.9491,0.4730,8.5985,0.4262,10.0709,0.8368,11.0678,0.9443,11.4156,1.1145,12.2883,0.9788,13.3060,0.9872
342,7.4824,0.8256,7.3302,0.5728,8.8317,0.7064,8.6515,0.7791,7.8981,0.4755,8.5674,0.4269,10.0197,0.8409,11.0372,0.9479,11.3892,1.1122,12.2657,0.9771,13.2852,0.9917
343,7.4494,0.8278,7.2908,0.5733,8.7857,0.7072,8.6146,0.7816,7.8471,0.4780,8.5364,0.4277,9.9685,0.8451,11.0065,0.9516,11.3628,1.1099,12.2431,0.9755,13.2644,0.9962
344,7.4164,0.8300,7.2514,0.5738,8.7396,0.7081,8.5777,0.7840,7.7961,0.4805,8.5054,0.4285,9.9172,0.8492,10.9759,0.9552,11.3365,1.1076,12.2206,0.9739,13.2436,1.0007
345,7.3834,0.8323,7.2120,0.5744,8.6936,0.7089,8.5408,0.7865,7.7450,0.4830,8.4744,0.4293,9.8660,0.8533,10.9453,0.9589,11.3101,1.1052,12.1980,0.9723,13.2228,1.0051
346,7.3504,0.8345,7.1725,0.5749,8.6476,0.7098,8.5039,0.7889,7.6940,0.4855,8.4433,0.4301,9.8147,0.8574,10.9147,0.9625,11.2837,1.1029,12.1755,0.9707,13.2020,1.0096
347,7.3175,0.8367,7.1331,0.5754,8.6015,0.7107,8.4670,0.7913,7.6430,0.4880,8.4123,0.4308,9.7635,0.8615,10.8841,0.9662,11.2573,1.1006,12.1529,0.9690,13.1811,1.0141
348,7.2845,0.8389,7.0937,0.5760,8.5555,0.7115,8.4301,0.7938,7.5919,0.4904,8.3813,0.4316,9.7123,0.8657,10.8534,0.9698,11.2310,1.0983,12.1304,0.9674,13.1603,1.0186
349,7.2515,0.8412,7.0543,0.5765,8.5095,0.7124,8.3932,0.7962,7.5409,0.4929,8.3503,0.4324,9.6610,0.8698,10.8228,0.9735,11.2046,1.0960,12.1078,0.9658,13.1395,1.0231
350,7.2230,0.8409,7.0327,0.5827,8.4894,0.7116,8.3747,0.7910,7.5209,0.4914,8.3305,0.4339,9.6409,0.8703,10.8049,0.9715,11.1906,1.0900,12.0908,0.9615,13.1250,1.0165
351,7.1944,0.8406,7.0111,0.5888,8.4692,0.7109,8.3562,0.7857,7.5009,0.4899,8.3107,0.4355,9.6208,0.8709,10.7869,0.9696,11.1766,1.0840,12.0738,0.9571,13.1105,1.0099
352,7.1659,0.8403,6.9895,0.5950,8.4491,0.7101,8.3377,0.7805,7.4809,0.4884,8.2908,0.4370,9.6006,0.8715,10.7690,0.9677,11.1626,1.0779,12.0568,0.9528,13.0960,1.0034
353,7.1374,0.8401,6.9679,0.6012,8.4290,0.7093,8.3192,0.7753,7.4609,0.4869,8.2710,0.4385,9.5805,0.8720,10.7510,0.9658,11.1486,1.0719,12.0398,0.9484,13.0815,0.9968
354,7.1088,0.8398,6.9464,0.6073,8.4089,0.7086,8.3007,0.7700,7.4409,0.4854,8.2512,0.4400,9.5603,0.8726,10.7331,0.9639,11.1345,1.0659,12.0228,0.9441,13.0670,0.9902
355,7.0803,0.8395,6.9248,0.6135,8.3888,0.7078,8.2822,0.7648,7.4209,0.4839,8.2314,0.4416,9.5402,0.8732,10.7152,0.9620,11.1205,1.0599,12.0058,0.9398,13.0526,0.9836
356,7.0518,0.8393,6.9032,0.6197,8.3687,0.7071,8.2637,0.7596,7.4009,0.4824,8.2116,0.4431,9.5201,0.8737,10.6972,0.9600,11.1065,1.0539,11.9888,0.9354,13.0381,0.9771
357,7.0232,0.8390,6.8816,0.6258,8.3486,0.7063,8.2452,0.7544,7.3809,0.4809,8.1918,0.4446,9.4999,0.8743,10.6793,0.9581,11.0925,1.0479,11.9718,0.9311,13.0236,0.9705
358,6.9947,0.8387,6.8600,0.6320,8.3285,0.7055,8.2267,0.7491,7.3609,0.4794,8.1720,0.4462,9.4798,0.8749,10.6613,0.9562,11.0785,1.0419,11.9548,0.9267,13.0091,0.9639
359,6.9662,0.8384,6.8385,0.6382,8.3084,0.7048,8.2082,0.7439,7.3409,0.4779,8.1522,0.4477,9.4596,0.8754,10.6434,0.9543,11.0645,1.0359,11.9378,0.9224,12.9946,0.9574
360,6.9376,0.8382,6.8169,0.6443,8.2882,0.7040,8.1897,0.7387,7.3209,0.4764,8.1324,0.4492,9.4395,0.8760,10.6254,0.9524,11.0505,1.0299,11.9208,0.9180,12.9801,0.9508
361,6.9091,0.8379,6.7953,0.6505,8.2681,0.7032,8.1712,0.7334,7.3009,0.4749,8.1126,0.4508,9.4194,0.8766,10.6075,0.9504,11.0365,1.0239,11.9038,0.9137,12.9656,0.9442
362,6.8806,0.8376,6.7737,0.6567,8.2480,0.7025,8.1526,0.7282,7.2809,0.4734,8.0928,0.4523,9.3992,0.8771,10.5896,0.9485,11.0225,1.0179,11.8868,0.9094,12.9511,0.9377
363,6.8521,0.8373,6.7521,0.6628,8.2279,0.7017,8.1341,0.7230,7.2609,0.4719,8.0730,0.4538,9.3791,0.8777,10.5716,0.9466,11.0085,1.0119,11.8698,0.9050,12.9366,0.9311
364,6.8235,0.8371,6.7305,0.6690,8.2078,0.7010,8.1156,0.7177,7.2409,0.4704,8.0532,0.4553,9.3590,0.8782,10.5537,0.9447,10.9945,1.0059,11.8527,0.9007,12.9221,0.9245
365,6.7950,0.8368,6.7090,0.6752,8.1877,0.7002,8.0971,0.7125,7.2209,0.4689,8.0333,0.4569,9.3388,0.8788,10.5357,0.9428,10.9805,0.9999,11.8357,0.8963,12.9077,0.9179
